timestamp,tick,time_remaining,event_type,tender_id,ticker,quantity,price,decision_reason,estimated_edge,estimated_profit,order_id,action,order_type,order_price,reason,position,unrealized_pnl,realized_pnl,position_before,position_after,method,total_fines,pnl_at_time,flag_type,flag_details,details
2026-01-17T05:06:00.734455+00:00,19,281.0000,TENDER_DECLINED,9,TAME,69000.0,24.88,"Profit: $11714.00, Avg: $0.1698/share, Liquidity: 48.3% (Rejected: thresholds not met)",0.16976811594202937,11714.000000000025,,,,,,,,,,,,,,,,
2026-01-17T05:06:00.752966+00:00,19,281.0000,FINE_SNAPSHOT,,,,,,,,,,,,,,,,,,,0.0,,,,gross_fine=None;net_fine=None;ctx=tender_decision:9
2026-01-17T05:06:01.038746+00:00,19,281.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=9.96;bid=9.91;ask=9.96
2026-01-17T05:06:01.058594+00:00,19,281.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.14;bid=25.15;ask=25.18
2026-01-17T05:06:15.356700+00:00,33,267.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:15.356910+00:00,33,267.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,69000.0,,,,,,,,,,vwap=24.88;last=25.33;bid=25.28;ask=25.33
2026-01-17T05:06:15.361147+00:00,33,267.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:15.361347+00:00,33,267.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,69000.0,,,,,,,,,,vwap=24.88;last=25.33;bid=25.28;ask=25.33
2026-01-17T05:06:15.365285+00:00,33,267.0000,UNWIND_START,,TAME,,,,,,,,,,,,,,69000,,MIXED,,,,,side=SELL;qty=69000
2026-01-17T05:06:15.375651+00:00,33,267.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:15.375866+00:00,33,267.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,69000.0,,,,,,,,,,vwap=24.88;last=25.33;bid=25.28;ask=25.33
2026-01-17T05:06:15.380329+00:00,33,267.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_PASSIVE_ORDER,edge_guardrail_active edge_ps=None,
2026-01-17T05:06:15.384263+00:00,33,267.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:15.384483+00:00,33,267.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,69000.0,,,,,,,,,,vwap=24.88;last=25.33;bid=25.28;ask=25.33
2026-01-17T05:06:15.388939+00:00,33,267.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:15.389139+00:00,33,267.0000,FLAG,,,,,,,,,,,,,,,,,,,,,DETECTOR_CONFIG_MISSING,DETECT_ORDERS_PER_SEC_N is unset; orders/sec detector disabled,
2026-01-17T05:06:15.416224+00:00,33,267.0000,ORDER_PLACED,,TAME,10000,,,,,215,SELL,LIMIT,25.33,unwind,,,,,,,,,,,
2026-01-17T05:06:15.624794+00:00,34,266.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:15.628109+00:00,34,266.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,58000.0,,,,,,,,,,vwap=24.88;last=25.34;bid=25.26;ask=25.33
2026-01-17T05:06:15.660149+00:00,34,266.0000,ORDER_CANCELLED,,TAME,,,,,,215,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:15.660413+00:00,34,266.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:15.707993+00:00,34,266.0000,ORDER_PLACED,,TAME,10000,,,,,218,SELL,LIMIT,25.319999999999997,unwind,,,,,,,,,,,
2026-01-17T05:06:15.914447+00:00,34,266.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:15.923118+00:00,34,266.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,48000.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.32
2026-01-17T05:06:15.973070+00:00,34,266.0000,ORDER_CANCELLED,,TAME,,,,,,218,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:15.973255+00:00,34,266.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:16.304285+00:00,34,266.0000,ORDER_PLACED,,TAME,10000,,,,,221,SELL,LIMIT,25.31,unwind,,,,,,,,,,,
2026-01-17T05:06:16.520763+00:00,34,266.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:16.520967+00:00,34,266.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.31
2026-01-17T05:06:16.552548+00:00,34,266.0000,ORDER_CANCELLED,,TAME,,,,,,221,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:16.552709+00:00,34,266.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:16.580747+00:00,35,265.0000,ORDER_PLACED,,TAME,10000,,,,,224,SELL,LIMIT,25.299999999999997,unwind,,,,,,,,,,,
2026-01-17T05:06:16.789990+00:00,35,265.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:16.790209+00:00,35,265.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.3
2026-01-17T05:06:16.821037+00:00,35,265.0000,ORDER_CANCELLED,,TAME,,,,,,224,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:16.821234+00:00,35,265.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:16.844819+00:00,35,265.0000,ORDER_PLACED,,TAME,10000,,,,,226,SELL,LIMIT,25.29,unwind,,,,,,,,,,,
2026-01-17T05:06:17.052809+00:00,35,265.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:17.053020+00:00,35,265.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.29
2026-01-17T05:06:17.084628+00:00,35,265.0000,ORDER_CANCELLED,,TAME,,,,,,226,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:17.084890+00:00,35,265.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:17.109662+00:00,35,265.0000,ORDER_PLACED,,TAME,10000,,,,,229,SELL,LIMIT,25.279999999999998,unwind,,,,,,,,,,,
2026-01-17T05:06:17.331910+00:00,35,265.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.06;bid=10.08;ask=10.1
2026-01-17T05:06:17.332106+00:00,35,265.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.28
2026-01-17T05:06:17.366580+00:00,35,265.0000,ORDER_CANCELLED,,TAME,,,,,,229,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:17.393751+00:00,35,265.0000,ORDER_CANCELLED,,TAME,,,,,,227,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:17.393964+00:00,35,265.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:17.417089+00:00,35,265.0000,ORDER_PLACED,,TAME,10000,,,,,232,SELL,LIMIT,25.27,unwind,,,,,,,,,,,
2026-01-17T05:06:17.621628+00:00,36,264.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:17.625062+00:00,36,264.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.27
2026-01-17T05:06:17.667920+00:00,36,264.0000,ORDER_CANCELLED,,TAME,,,,,,233,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:17.690449+00:00,36,264.0000,ORDER_CANCELLED,,TAME,,,,,,232,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:17.690698+00:00,36,264.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:17.717144+00:00,36,264.0000,ORDER_PLACED,,TAME,10000,,,,,235,SELL,LIMIT,25.259999999999998,unwind,,,,,,,,,,,
2026-01-17T05:06:17.922911+00:00,36,264.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:17.935247+00:00,36,264.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.26
2026-01-17T05:06:18.139793+00:00,36,264.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:18.139998+00:00,36,264.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.26
2026-01-17T05:06:18.144330+00:00,36,264.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_PASSIVE_ORDER,edge_guardrail_active edge_ps=None,
2026-01-17T05:06:18.147426+00:00,36,264.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:18.147580+00:00,36,264.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,35800.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.25;ask=25.26
2026-01-17T05:06:18.151184+00:00,36,264.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:18.175107+00:00,36,264.0000,ORDER_PLACED,,TAME,10000,,,,,240,SELL,LIMIT,25.26,unwind,,,,,,,,,,,
2026-01-17T05:06:18.394314+00:00,36,264.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:18.394526+00:00,36,264.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,30100.0,,,,,,,,,,vwap=24.88;last=25.26;bid=25.25;ask=25.26
2026-01-17T05:06:18.425327+00:00,36,264.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:18.462290+00:00,36,264.0000,ORDER_PLACED,,TAME,10000,,,,,243,SELL,LIMIT,25.25,unwind,,,,,,,,,,,
2026-01-17T05:06:18.682641+00:00,37,263.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:18.692405+00:00,37,263.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,27200.0,,,,,,,,,,vwap=24.88;last=25.25;bid=25.24;ask=25.25
2026-01-17T05:06:18.803524+00:00,37,263.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:18.835710+00:00,37,263.0000,ORDER_PLACED,,TAME,10000,,,,,246,SELL,LIMIT,25.24,unwind,,,,,,,,,,,
2026-01-17T05:06:19.057194+00:00,37,263.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:19.070568+00:00,37,263.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,13900.0,,,,,,,,,,vwap=24.88;last=25.24;bid=25.23;ask=25.24
2026-01-17T05:06:19.120505+00:00,37,263.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:19.144752+00:00,37,263.0000,ORDER_PLACED,,TAME,10000,,,,,250,SELL,LIMIT,25.23,unwind,,,,,,,,,,,
2026-01-17T05:06:19.361209+00:00,37,263.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:19.364720+00:00,37,263.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,9300.0,,,,,,,,,,vwap=24.88;last=25.23;bid=25.21;ask=25.23
2026-01-17T05:06:19.423256+00:00,37,263.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:19.447686+00:00,37,263.0000,ORDER_PLACED,,TAME,9300,,,,,252,SELL,LIMIT,25.22,unwind,,,,,,,,,,,
2026-01-17T05:06:19.652139+00:00,38,262.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:19.655139+00:00,38,262.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,9300.0,,,,,,,,,,vwap=24.88;last=25.23;bid=25.21;ask=25.22
2026-01-17T05:06:19.685990+00:00,38,262.0000,ORDER_CANCELLED,,TAME,,,,,,252,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:19.686238+00:00,38,262.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:19.709507+00:00,38,262.0000,ORDER_PLACED,,TAME,9300,,,,,255,SELL,LIMIT,25.21,unwind,,,,,,,,,,,
2026-01-17T05:06:19.924947+00:00,38,262.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:19.928260+00:00,38,262.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-4500.0,,,,,,,,,,vwap=25.18911111111111;last=25.17;bid=25.17;ask=25.25
2026-01-17T05:06:19.935909+00:00,38,262.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:19.959127+00:00,38,262.0000,ORDER_PLACED,,TAME,4500,,,,,258,SELL,LIMIT,25.25,unwind,,,,,,,,,,,
2026-01-17T05:06:20.163693+00:00,38,262.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:20.163843+00:00,38,262.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-4500.0,,,,,,,,,,vwap=25.21;last=25.21;bid=25.17;ask=25.21
2026-01-17T05:06:20.194029+00:00,38,262.0000,ORDER_CANCELLED,,TAME,,,,,,255,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:20.197776+00:00,38,262.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:20.221317+00:00,38,262.0000,ORDER_PLACED,,TAME,4500,,,,,260,SELL,LIMIT,25.21,unwind,,,,,,,,,,,
2026-01-17T05:06:20.425026+00:00,38,262.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.1;bid=10.08;ask=10.1
2026-01-17T05:06:20.425193+00:00,38,262.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-4500.0,,,,,,,,,,vwap=25.21;last=25.21;bid=25.17;ask=25.25
2026-01-17T05:06:20.633417+00:00,39,261.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.11;bid=10.08;ask=10.11
2026-01-17T05:06:20.633638+00:00,39,261.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-4500.0,,,,,,,,,,vwap=25.21;last=25.21;bid=25.17;ask=25.25
2026-01-17T05:06:20.637984+00:00,39,261.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_PASSIVE_ORDER,edge_guardrail_active edge_ps=None,
2026-01-17T05:06:20.641604+00:00,39,261.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.11;bid=10.08;ask=10.11
2026-01-17T05:06:20.641806+00:00,39,261.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-4500.0,,,,,,,,,,vwap=25.21;last=25.21;bid=25.17;ask=25.25
2026-01-17T05:06:20.646066+00:00,39,261.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:20.646304+00:00,39,261.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_MARKET_MAKING,BUY and SELL within 2.0s; reason=unwind,
2026-01-17T05:06:20.671661+00:00,39,261.0000,ORDER_PLACED,,TAME,4500,,,,,264,BUY,LIMIT,25.17,unwind,,,,,,,,,,,
2026-01-17T05:06:20.875912+00:00,39,261.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.11;bid=10.08;ask=10.11
2026-01-17T05:06:20.890362+00:00,39,261.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-4000.0,,,,,,,,,,vwap=25.25;last=25.25;bid=25.17;ask=25.25
2026-01-17T05:06:20.942235+00:00,39,261.0000,ORDER_CANCELLED,,TAME,,,,,,264,,,,reprice,,,,,,,,,,,status=OPEN
2026-01-17T05:06:20.965659+00:00,39,261.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_TENDER_VIOLATION,LIMIT while no tender active; reason=unwind,
2026-01-17T05:06:20.965879+00:00,39,261.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_MARKET_MAKING,BUY and SELL within 2.0s; reason=unwind,
2026-01-17T05:06:21.016896+00:00,39,261.0000,ORDER_PLACED,,TAME,4000,,,,,268,BUY,LIMIT,25.180000000000003,unwind,,,,,,,,,,,
2026-01-17T05:06:21.235459+00:00,39,261.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.13;bid=10.08;ask=10.13
2026-01-17T05:06:21.249262+00:00,39,261.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-500.0,,,,,,,,,,vwap=25.25;last=25.35;bid=25.19;ask=25.35
2026-01-17T05:06:21.458135+00:00,39,261.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.13;bid=10.08;ask=10.13
2026-01-17T05:06:21.458362+00:00,39,261.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-500.0,,,,,,,,,,vwap=25.25;last=25.35;bid=25.19;ask=25.35
2026-01-17T05:06:21.463749+00:00,39,261.0000,FLAG,,TAME,,,,,,,,,,,,,,,,,,,SUSPECT_PASSIVE_ORDER,edge_guardrail_active edge_ps=None,
2026-01-17T05:06:21.467503+00:00,39,261.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.13;bid=10.08;ask=10.13
2026-01-17T05:06:21.467716+00:00,39,261.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,-500.0,,,,,,,,,,vwap=25.25;last=25.35;bid=25.19;ask=25.35
2026-01-17T05:06:21.681955+00:00,40,260.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.13;bid=10.1;ask=10.13
2026-01-17T05:06:21.682128+00:00,40,260.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.35;bid=25.34;ask=25.35
2026-01-17T05:06:21.684886+00:00,40,260.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.13;bid=10.1;ask=10.13
2026-01-17T05:06:21.685032+00:00,40,260.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.35;bid=25.34;ask=25.35
2026-01-17T05:06:21.685152+00:00,40,260.0000,FLAG,,,,,,,,,,,,,,,,,,,,,DETECTOR_CONFIG_MISSING,DETECT_UNWIND_LONG_SEC is unset; long-unwind detector disabled,
2026-01-17T05:06:21.685241+00:00,40,260.0000,FLAG,,,,,,,,,,,,,,,,,,,,,DETECTOR_CONFIG_MISSING,DETECT_POSITION_HELD_SEC is unset; position-held detector disabled,
2026-01-17T05:06:21.685316+00:00,40,260.0000,UNWIND_END,,TAME,,,,,,,,,,,,,,69000,0,MIXED,,,,,
2026-01-17T05:06:30.419354+00:00,48,252.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.24;bid=10.27;ask=10.28
2026-01-17T05:06:30.419557+00:00,48,252.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.53;bid=25.38;ask=25.53
2026-01-17T05:06:30.930350+00:00,49,251.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.24;bid=10.27;ask=10.28
2026-01-17T05:06:30.930559+00:00,49,251.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.53;bid=25.51;ask=25.53
2026-01-17T05:06:45.191610+00:00,63,237.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.36;bid=10.38;ask=10.44
2026-01-17T05:06:45.191826+00:00,63,237.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.72;bid=25.72;ask=25.75
2026-01-17T05:06:45.702509+00:00,63,237.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.44;bid=10.38;ask=10.44
2026-01-17T05:06:45.702745+00:00,63,237.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.75;bid=25.72;ask=25.75
2026-01-17T05:07:00.449401+00:00,78,222.0000,POSITION_SNAPSHOT,,CRZY,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=10.56;bid=10.54;ask=10.57
2026-01-17T05:07:00.449622+00:00,78,222.0000,POSITION_SNAPSHOT,,TAME,,,,,,,,,,,0.0,,,,,,,,,,vwap=0.0;last=25.81;bid=25.91;ask=25.92
2026-01-17T05:07:00.956480+00:00,79,221.0000,TENDER_RECEIVED,809,CRZY,69000.0,10.41,,,,,,,,,,,,,,,,,,,
2026-01-17T05:07:00.964570+00:00,79,221.0000,TENDER_ACCEPTED,809,CRZY,69000.0,10.41,"Profit: $15986.00, Avg: $0.2317/share, Liquidity: 73.6%",0.2316811594202897,15985.999999999989,,,,,,,,,,,,,,,,
2026-01-17T05:07:00.998283+00:00,79,221.0000,FINE_SNAPSHOT,,,,,,,,,,,,,,,,,,,0.0,,,,gross_fine=None;net_fine=None;ctx=tender_decision:809
